,Method,Metric,Train,Test,Threshold,Rep
32,crps,sse,101.23,80.35,0.3,2
33,crps,crps,52.24,45.47,0.3,2
34,crps,dss,52.33,21.96,0.3,2
35,crps,is1,379.8,378.05,0.3,2
36,dss,sse,101.23,80.35,0.3,2
37,dss,crps,52.24,45.47,0.3,2
38,dss,dss,52.33,21.96,0.3,2
39,dss,is1,379.8,378.05,0.3,2
40,is1,sse,101.23,80.35,0.3,2
41,is1,crps,52.24,45.47,0.3,2
42,is1,dss,52.33,21.96,0.3,2
43,is1,is1,379.8,378.05,0.3,2
44,sse,sse,101.23,80.35,0.3,2
45,sse,crps,52.24,45.47,0.3,2
46,sse,dss,52.33,21.96,0.3,2
47,sse,is1,379.8,378.05,0.3,2
48,crps,sse,101.23,80.35,0.5,2
49,crps,crps,52.24,45.47,0.5,2
50,crps,dss,52.33,21.96,0.5,2
51,crps,is1,379.8,378.05,0.5,2
52,dss,sse,101.23,80.35,0.5,2
53,dss,crps,52.24,45.47,0.5,2
54,dss,dss,52.33,21.96,0.5,2
55,dss,is1,379.8,378.05,0.5,2
56,is1,sse,101.23,80.35,0.5,2
57,is1,crps,52.24,45.47,0.5,2
58,is1,dss,52.33,21.96,0.5,2
59,is1,is1,379.8,378.05,0.5,2
60,sse,sse,101.23,80.35,0.5,2
61,sse,crps,52.24,45.47,0.5,2
62,sse,dss,52.33,21.96,0.5,2
63,sse,is1,379.8,378.05,0.5,2
64,crps,sse,101.23,80.35,0.8,2
65,crps,crps,52.24,45.47,0.8,2
66,crps,dss,52.33,21.96,0.8,2
67,crps,is1,379.8,378.05,0.8,2
68,dss,sse,101.23,80.35,0.8,2
69,dss,crps,52.24,45.47,0.8,2
70,dss,dss,52.33,21.96,0.8,2
71,dss,is1,379.8,378.05,0.8,2
72,is1,sse,101.23,80.35,0.8,2
73,is1,crps,52.24,45.47,0.8,2
74,is1,dss,52.33,21.96,0.8,2
75,is1,is1,379.8,378.05,0.8,2
76,sse,sse,101.23,80.35,0.8,2
77,sse,crps,52.24,45.47,0.8,2
78,sse,dss,52.33,21.96,0.8,2
79,sse,is1,379.8,378.05,0.8,2
0,crps,sse,48.61,45.91,0.0,3
1,crps,crps,31.28,32.91,0.0,3
2,crps,dss,10.75,-21.23,0.0,3
3,crps,is1,334.11,340.7,0.0,3
4,dss,sse,63.66,39.25,0.0,3
5,dss,crps,35.89,29.84,0.0,3
6,dss,dss,44.3,-36.46,0.0,3
7,dss,is1,340.76,339.54,0.0,3
8,is1,sse,45.72,47.48,0.0,3
9,is1,crps,30.09,33.22,0.0,3
10,is1,dss,7.87,-20.65,0.0,3
11,is1,is1,329.51,338.53,0.0,3
12,sse,sse,48.61,45.91,0.0,3
13,sse,crps,31.28,32.91,0.0,3
14,sse,dss,10.75,-21.23,0.0,3
15,sse,is1,334.11,340.7,0.0,3
16,crps,sse,48.61,45.91,0.1,3
17,crps,crps,31.28,32.91,0.1,3
18,crps,dss,10.75,-21.23,0.1,3
19,crps,is1,334.11,340.7,0.1,3
20,dss,sse,63.66,39.25,0.1,3
21,dss,crps,35.89,29.84,0.1,3
22,dss,dss,44.3,-36.46,0.1,3
23,dss,is1,340.76,339.54,0.1,3
24,is1,sse,45.72,47.48,0.1,3
25,is1,crps,30.09,33.22,0.1,3
26,is1,dss,7.87,-20.65,0.1,3
27,is1,is1,329.51,338.53,0.1,3
28,sse,sse,110.63,81.65,0.1,3
29,sse,crps,54.59,45.66,0.1,3
30,sse,dss,62.57,22.6,0.1,3
31,sse,is1,386.09,378.64,0.1,3
32,crps,sse,110.63,81.65,0.3,3
33,crps,crps,54.59,45.66,0.3,3
34,crps,dss,62.57,22.6,0.3,3
35,crps,is1,386.09,378.64,0.3,3
36,dss,sse,110.63,81.65,0.3,3
37,dss,crps,54.59,45.66,0.3,3
38,dss,dss,62.57,22.6,0.3,3
39,dss,is1,386.09,378.64,0.3,3
40,is1,sse,110.63,81.65,0.3,3
41,is1,crps,54.59,45.66,0.3,3
42,is1,dss,62.57,22.6,0.3,3
43,is1,is1,386.09,378.64,0.3,3
44,sse,sse,110.63,81.65,0.3,3
45,sse,crps,54.59,45.66,0.3,3
46,sse,dss,62.57,22.6,0.3,3
47,sse,is1,386.09,378.64,0.3,3
48,crps,sse,110.63,81.65,0.5,3
49,crps,crps,54.59,45.66,0.5,3
50,crps,dss,62.57,22.6,0.5,3
51,crps,is1,386.09,378.64,0.5,3
52,dss,sse,110.63,81.65,0.5,3
53,dss,crps,54.59,45.66,0.5,3
54,dss,dss,62.57,22.6,0.5,3
55,dss,is1,386.09,378.64,0.5,3
56,is1,sse,110.63,81.65,0.5,3
57,is1,crps,54.59,45.66,0.5,3
58,is1,dss,62.57,22.6,0.5,3
59,is1,is1,386.09,378.64,0.5,3
60,sse,sse,110.63,81.65,0.5,3
61,sse,crps,54.59,45.66,0.5,3
62,sse,dss,62.57,22.6,0.5,3
63,sse,is1,386.09,378.64,0.5,3
64,crps,sse,110.63,81.65,0.8,3
65,crps,crps,54.59,45.66,0.8,3
66,crps,dss,62.57,22.6,0.8,3
67,crps,is1,386.09,378.64,0.8,3
68,dss,sse,110.63,81.65,0.8,3
69,dss,crps,54.59,45.66,0.8,3
70,dss,dss,62.57,22.6,0.8,3
71,dss,is1,386.09,378.64,0.8,3
72,is1,sse,110.63,81.65,0.8,3
73,is1,crps,54.59,45.66,0.8,3
74,is1,dss,62.57,22.6,0.8,3
75,is1,is1,386.09,378.64,0.8,3
76,sse,sse,110.63,81.65,0.8,3
77,sse,crps,54.59,45.66,0.8,3
78,sse,dss,62.57,22.6,0.8,3
79,sse,is1,386.09,378.64,0.8,3
0,crps,sse,82.73,39.89,0.0,4
1,crps,crps,40.65,27.22,0.0,4
2,crps,dss,109.11,1.91,0.0,4
3,crps,is1,353.31,310.22,0.0,4
4,dss,sse,125.13,83.8,0.0,4
5,dss,crps,52.38,38.5,0.0,4
6,dss,dss,70.58,8.17,0.0,4
7,dss,is1,406.92,362.98,0.0,4
8,is1,sse,82.73,39.89,0.0,4
9,is1,crps,40.65,27.22,0.0,4
10,is1,dss,109.11,1.91,0.0,4
11,is1,is1,353.31,310.22,0.0,4
12,sse,sse,82.73,39.89,0.0,4
13,sse,crps,40.65,27.22,0.0,4
14,sse,dss,109.11,1.91,0.0,4
15,sse,is1,353.31,310.22,0.0,4
16,crps,sse,82.73,39.89,0.1,4
17,crps,crps,40.65,27.22,0.1,4
18,crps,dss,109.11,1.91,0.1,4
19,crps,is1,353.31,310.22,0.1,4
20,dss,sse,125.13,83.8,0.1,4
21,dss,crps,52.38,38.5,0.1,4
22,dss,dss,70.58,8.17,0.1,4
23,dss,is1,406.92,362.98,0.1,4
24,is1,sse,82.73,39.89,0.1,4
25,is1,crps,40.65,27.22,0.1,4
26,is1,dss,109.11,1.91,0.1,4
27,is1,is1,353.31,310.22,0.1,4
28,sse,sse,82.73,39.89,0.1,4
29,sse,crps,40.65,27.22,0.1,4
30,sse,dss,109.11,1.91,0.1,4
31,sse,is1,353.31,310.22,0.1,4
32,crps,sse,136.66,97.89,0.3,4
33,crps,crps,60.95,49.03,0.3,4
34,crps,dss,152.17,94.23,0.3,4
35,crps,is1,386.97,375.11,0.3,4
36,dss,sse,125.26,99.31,0.3,4
37,dss,crps,56.43,48.03,0.3,4
38,dss,dss,72.0,27.47,0.3,4
39,dss,is1,404.56,371.27,0.3,4
40,is1,sse,82.73,39.89,0.3,4
41,is1,crps,40.65,27.22,0.3,4
42,is1,dss,109.11,1.91,0.3,4
43,is1,is1,353.31,310.22,0.3,4
44,sse,sse,136.66,97.89,0.3,4
45,sse,crps,60.95,49.03,0.3,4
46,sse,dss,152.17,94.23,0.3,4
47,sse,is1,386.97,375.11,0.3,4
48,crps,sse,136.66,97.89,0.5,4
49,crps,crps,60.95,49.03,0.5,4
50,crps,dss,152.17,94.23,0.5,4
51,crps,is1,386.97,375.11,0.5,4
52,dss,sse,148.16,125.9,0.5,4
53,dss,crps,62.5,55.86,0.5,4
54,dss,dss,87.88,65.31,0.5,4
55,dss,is1,419.19,404.59,0.5,4
56,is1,sse,136.66,97.89,0.5,4
57,is1,crps,60.95,49.03,0.5,4
58,is1,dss,152.17,94.23,0.5,4
59,is1,is1,386.97,375.11,0.5,4
60,sse,sse,136.66,97.89,0.5,4
61,sse,crps,60.95,49.03,0.5,4
62,sse,dss,152.17,94.23,0.5,4
63,sse,is1,386.97,375.11,0.5,4
64,crps,sse,136.66,97.89,0.8,4
65,crps,crps,60.95,49.03,0.8,4
66,crps,dss,152.17,94.23,0.8,4
67,crps,is1,386.97,375.11,0.8,4
68,dss,sse,148.16,125.9,0.8,4
69,dss,crps,62.5,55.86,0.8,4
70,dss,dss,87.88,65.31,0.8,4
71,dss,is1,419.19,404.59,0.8,4
72,is1,sse,136.66,97.89,0.8,4
73,is1,crps,60.95,49.03,0.8,4
74,is1,dss,152.17,94.23,0.8,4
75,is1,is1,386.97,375.11,0.8,4
76,sse,sse,136.66,97.89,0.8,4
77,sse,crps,60.95,49.03,0.8,4
78,sse,dss,152.17,94.23,0.8,4
79,sse,is1,386.97,375.11,0.8,4
0,crps,sse,63.88,38.41,0.0,5
1,crps,crps,34.65,29.95,0.0,5
2,crps,dss,112.26,-4.73,0.0,5
3,crps,is1,327.84,324.47,0.0,5
4,dss,sse,63.88,38.41,0.0,5
5,dss,crps,34.65,29.95,0.0,5
6,dss,dss,112.26,-4.73,0.0,5
7,dss,is1,327.84,324.47,0.0,5
8,is1,sse,63.88,38.41,0.0,5
9,is1,crps,34.65,29.95,0.0,5
10,is1,dss,112.26,-4.73,0.0,5
11,is1,is1,327.84,324.47,0.0,5
12,sse,sse,63.88,38.41,0.0,5
13,sse,crps,34.65,29.95,0.0,5
14,sse,dss,112.26,-4.73,0.0,5
15,sse,is1,327.84,324.47,0.0,5
16,crps,sse,63.88,38.41,0.1,5
17,crps,crps,34.65,29.95,0.1,5
18,crps,dss,112.26,-4.73,0.1,5
19,crps,is1,327.84,324.47,0.1,5
20,dss,sse,63.88,38.41,0.1,5
21,dss,crps,34.65,29.95,0.1,5
22,dss,dss,112.26,-4.73,0.1,5
23,dss,is1,327.84,324.47,0.1,5
24,is1,sse,63.88,38.41,0.1,5
25,is1,crps,34.65,29.95,0.1,5
26,is1,dss,112.26,-4.73,0.1,5
27,is1,is1,327.84,324.47,0.1,5
28,sse,sse,63.88,38.41,0.1,5
29,sse,crps,34.65,29.95,0.1,5
30,sse,dss,112.26,-4.73,0.1,5
31,sse,is1,327.84,324.47,0.1,5
32,crps,sse,123.85,86.4,0.3,5
33,crps,crps,56.3,47.92,0.3,5
34,crps,dss,189.32,67.62,0.3,5
35,crps,is1,379.84,378.17,0.3,5
36,dss,sse,63.88,38.41,0.3,5
37,dss,crps,34.65,29.95,0.3,5
38,dss,dss,112.26,-4.73,0.3,5
39,dss,is1,327.84,324.47,0.3,5
40,is1,sse,63.88,38.41,0.3,5
41,is1,crps,34.65,29.95,0.3,5
42,is1,dss,112.26,-4.73,0.3,5
43,is1,is1,327.84,324.47,0.3,5
44,sse,sse,123.85,86.4,0.3,5
45,sse,crps,56.3,47.92,0.3,5
46,sse,dss,189.32,67.62,0.3,5
47,sse,is1,379.84,378.17,0.3,5
48,crps,sse,123.85,86.4,0.5,5
49,crps,crps,56.3,47.92,0.5,5
50,crps,dss,189.32,67.62,0.5,5
51,crps,is1,379.84,378.17,0.5,5
52,dss,sse,123.85,86.4,0.5,5
53,dss,crps,56.3,47.92,0.5,5
54,dss,dss,189.32,67.62,0.5,5
55,dss,is1,379.84,378.17,0.5,5
56,is1,sse,123.85,86.4,0.5,5
57,is1,crps,56.3,47.92,0.5,5
58,is1,dss,189.32,67.62,0.5,5
59,is1,is1,379.84,378.17,0.5,5
60,sse,sse,123.85,86.4,0.5,5
61,sse,crps,56.3,47.92,0.5,5
62,sse,dss,189.32,67.62,0.5,5
63,sse,is1,379.84,378.17,0.5,5
64,crps,sse,123.85,86.4,0.8,5
65,crps,crps,56.3,47.92,0.8,5
66,crps,dss,189.32,67.62,0.8,5
67,crps,is1,379.84,378.17,0.8,5
68,dss,sse,123.85,86.4,0.8,5
69,dss,crps,56.3,47.92,0.8,5
70,dss,dss,189.32,67.62,0.8,5
71,dss,is1,379.84,378.17,0.8,5
72,is1,sse,123.85,86.4,0.8,5
73,is1,crps,56.3,47.92,0.8,5
74,is1,dss,189.32,67.62,0.8,5
75,is1,is1,379.84,378.17,0.8,5
76,sse,sse,123.85,86.4,0.8,5
77,sse,crps,56.3,47.92,0.8,5
78,sse,dss,189.32,67.62,0.8,5
79,sse,is1,379.84,378.17,0.8,5
0,crps,sse,82.76,64.19,0.0,6
1,crps,crps,41.38,35.09,0.0,6
2,crps,dss,26.06,-2.63,0.0,6
3,crps,is1,359.15,360.09,0.0,6
4,dss,sse,80.6,67.26,0.0,6
5,dss,crps,40.16,35.89,0.0,6
6,dss,dss,25.8,0.6,0.0,6
7,dss,is1,356.98,358.03,0.0,6
8,is1,sse,74.69,69.32,0.0,6
9,is1,crps,40.21,35.59,0.0,6
10,is1,dss,5.62,-6.62,0.0,6
11,is1,is1,330.09,338.69,0.0,6
12,sse,sse,82.76,64.19,0.0,6
13,sse,crps,41.38,35.09,0.0,6
14,sse,dss,26.06,-2.63,0.0,6
15,sse,is1,359.15,360.09,0.0,6
16,crps,sse,82.76,64.19,0.1,6
17,crps,crps,41.38,35.09,0.1,6
18,crps,dss,26.06,-2.63,0.1,6
19,crps,is1,359.15,360.09,0.1,6
20,dss,sse,80.6,67.26,0.1,6
21,dss,crps,40.16,35.89,0.1,6
22,dss,dss,25.8,0.6,0.1,6
23,dss,is1,356.98,358.03,0.1,6
24,is1,sse,87.15,76.51,0.1,6
25,is1,crps,43.16,37.6,0.1,6
26,is1,dss,62.25,59.56,0.1,6
27,is1,is1,329.77,338.99,0.1,6
28,sse,sse,82.76,64.19,0.1,6
29,sse,crps,41.38,35.09,0.1,6
30,sse,dss,26.06,-2.63,0.1,6
31,sse,is1,359.15,360.09,0.1,6
32,crps,sse,126.18,104.28,0.3,6
33,crps,crps,58.55,50.1,0.3,6
34,crps,dss,79.02,38.46,0.3,6
35,crps,is1,395.04,396.81,0.3,6
36,dss,sse,126.18,104.28,0.3,6
37,dss,crps,58.55,50.1,0.3,6
38,dss,dss,79.02,38.46,0.3,6
39,dss,is1,395.04,396.81,0.3,6
40,is1,sse,87.15,76.51,0.3,6
41,is1,crps,43.16,37.6,0.3,6
42,is1,dss,62.25,59.56,0.3,6
43,is1,is1,329.77,338.99,0.3,6
44,sse,sse,126.18,104.28,0.3,6
45,sse,crps,58.55,50.1,0.3,6
46,sse,dss,79.02,38.46,0.3,6
47,sse,is1,395.04,396.81,0.3,6
48,crps,sse,126.18,104.28,0.5,6
49,crps,crps,58.55,50.1,0.5,6
50,crps,dss,79.02,38.46,0.5,6
51,crps,is1,395.04,396.81,0.5,6
52,dss,sse,126.18,104.28,0.5,6
53,dss,crps,58.55,50.1,0.5,6
54,dss,dss,79.02,38.46,0.5,6
55,dss,is1,395.04,396.81,0.5,6
56,is1,sse,136.53,123.08,0.5,6
57,is1,crps,61.14,54.33,0.5,6
58,is1,dss,131.01,120.69,0.5,6
59,is1,is1,379.57,387.45,0.5,6
60,sse,sse,126.18,104.28,0.5,6
61,sse,crps,58.55,50.1,0.5,6
62,sse,dss,79.02,38.46,0.5,6
63,sse,is1,395.04,396.81,0.5,6
64,crps,sse,126.18,104.28,0.8,6
65,crps,crps,58.55,50.1,0.8,6
66,crps,dss,79.02,38.46,0.8,6
67,crps,is1,395.04,396.81,0.8,6
68,dss,sse,126.18,104.28,0.8,6
69,dss,crps,58.55,50.1,0.8,6
70,dss,dss,79.02,38.46,0.8,6
71,dss,is1,395.04,396.81,0.8,6
72,is1,sse,136.53,123.08,0.8,6
73,is1,crps,61.14,54.33,0.8,6
74,is1,dss,131.01,120.69,0.8,6
75,is1,is1,379.57,387.45,0.8,6
76,sse,sse,126.18,104.28,0.8,6
77,sse,crps,58.55,50.1,0.8,6
78,sse,dss,79.02,38.46,0.8,6
79,sse,is1,395.04,396.81,0.8,6
0,crps,sse,96.07,61.57,0.0,7
1,crps,crps,40.53,33.24,0.0,7
2,crps,dss,6.49,-25.13,0.0,7
3,crps,is1,388.02,360.18,0.0,7
4,dss,sse,100.17,64.15,0.0,7
5,dss,crps,43.09,34.94,0.0,7
6,dss,dss,10.48,-21.69,0.0,7
7,dss,is1,391.06,356.69,0.0,7
8,is1,sse,67.87,80.79,0.0,7
9,is1,crps,35.31,38.21,0.0,7
10,is1,dss,36.72,59.1,0.0,7
11,is1,is1,328.2,342.43,0.0,7
12,sse,sse,96.07,61.57,0.0,7
13,sse,crps,40.53,33.24,0.0,7
14,sse,dss,6.49,-25.13,0.0,7
15,sse,is1,388.02,360.18,0.0,7
16,crps,sse,96.07,61.57,0.1,7
17,crps,crps,40.53,33.24,0.1,7
18,crps,dss,6.49,-25.13,0.1,7
19,crps,is1,388.02,360.18,0.1,7
20,dss,sse,100.17,64.15,0.1,7
21,dss,crps,43.09,34.94,0.1,7
22,dss,dss,10.48,-21.69,0.1,7
23,dss,is1,391.06,356.69,0.1,7
24,is1,sse,67.87,80.79,0.1,7
25,is1,crps,35.31,38.21,0.1,7
26,is1,dss,36.72,59.1,0.1,7
27,is1,is1,328.2,342.43,0.1,7
28,sse,sse,96.07,61.57,0.1,7
29,sse,crps,40.53,33.24,0.1,7
30,sse,dss,6.49,-25.13,0.1,7
31,sse,is1,388.02,360.18,0.1,7
32,crps,sse,138.49,112.46,0.3,7
33,crps,crps,59.27,54.17,0.3,7
34,crps,dss,78.71,58.11,0.3,7
35,crps,is1,416.72,391.47,0.3,7
36,dss,sse,138.49,112.46,0.3,7
37,dss,crps,59.27,54.17,0.3,7
38,dss,dss,78.71,58.11,0.3,7
39,dss,is1,416.72,391.47,0.3,7
40,is1,sse,126.92,133.19,0.3,7
41,is1,crps,57.15,58.34,0.3,7
42,is1,dss,123.27,127.97,0.3,7
43,is1,is1,385.27,382.71,0.3,7
44,sse,sse,138.49,112.46,0.3,7
45,sse,crps,59.27,54.17,0.3,7
46,sse,dss,78.71,58.11,0.3,7
47,sse,is1,416.72,391.47,0.3,7
48,crps,sse,138.49,112.46,0.5,7
49,crps,crps,59.27,54.17,0.5,7
50,crps,dss,78.71,58.11,0.5,7
51,crps,is1,416.72,391.47,0.5,7
52,dss,sse,138.49,112.46,0.5,7
53,dss,crps,59.27,54.17,0.5,7
54,dss,dss,78.71,58.11,0.5,7
55,dss,is1,416.72,391.47,0.5,7
56,is1,sse,126.92,133.19,0.5,7
57,is1,crps,57.15,58.34,0.5,7
58,is1,dss,123.27,127.97,0.5,7
59,is1,is1,385.27,382.71,0.5,7
60,sse,sse,138.49,112.46,0.5,7
61,sse,crps,59.27,54.17,0.5,7
62,sse,dss,78.71,58.11,0.5,7
63,sse,is1,416.72,391.47,0.5,7
64,crps,sse,138.49,112.46,0.8,7
65,crps,crps,59.27,54.17,0.8,7
66,crps,dss,78.71,58.11,0.8,7
67,crps,is1,416.72,391.47,0.8,7
68,dss,sse,138.49,112.46,0.8,7
69,dss,crps,59.27,54.17,0.8,7
70,dss,dss,78.71,58.11,0.8,7
