,Method,Metric,Train,Test,Threshold,Rep
28,sse,sse,30.1,29.33,0.1,1
29,sse,crps,36.73,35.47,0.1,1
30,sse,dss,-210.43,-232.07,0.1,1
31,sse,is1,150.0,144.3,0.1,1
32,crps,sse,31.04,31.04,0.3,1
33,crps,crps,36.37,36.19,0.3,1
34,crps,dss,-216.15,-227.58,0.3,1
35,crps,is1,151.0,146.65,0.3,1
36,dss,sse,29.68,29.64,0.3,1
37,dss,crps,36.12,36.16,0.3,1
38,dss,dss,-210.43,-242.98,0.3,1
39,dss,is1,149.03,149.03,0.3,1
40,is1,sse,29.87,29.93,0.3,1
41,is1,crps,36.11,35.76,0.3,1
42,is1,dss,-206.66,-233.27,0.3,1
43,is1,is1,146.96,142.29,0.3,1
44,sse,sse,30.1,29.41,0.3,1
45,sse,crps,36.77,35.92,0.3,1
46,sse,dss,-210.45,-231.24,0.3,1
47,sse,is1,149.13,147.97,0.3,1
48,crps,sse,30.46,31.23,0.5,1
49,crps,crps,35.66,36.5,0.5,1
50,crps,dss,-219.66,-225.91,0.5,1
51,crps,is1,146.77,148.23,0.5,1
52,dss,sse,29.68,29.64,0.5,1
53,dss,crps,36.12,36.16,0.5,1
54,dss,dss,-210.43,-242.98,0.5,1
55,dss,is1,149.03,149.03,0.5,1
56,is1,sse,29.86,29.93,0.5,1
57,is1,crps,36.09,35.86,0.5,1
58,is1,dss,-206.83,-233.26,0.5,1
59,is1,is1,147.88,142.69,0.5,1
60,sse,sse,30.11,29.45,0.5,1
61,sse,crps,36.76,36.05,0.5,1
62,sse,dss,-210.34,-230.85,0.5,1
63,sse,is1,149.72,148.14,0.5,1
64,crps,sse,30.5,31.25,0.8,1
65,crps,crps,35.68,36.65,0.8,1
66,crps,dss,-219.56,-225.59,0.8,1
67,crps,is1,146.92,148.56,0.8,1
68,dss,sse,30.03,31.23,0.8,1
69,dss,crps,37.05,39.11,0.8,1
70,dss,dss,-196.9,-213.48,0.8,1
71,dss,is1,152.0,158.26,0.8,1
72,is1,sse,29.86,29.93,0.8,1
73,is1,crps,36.09,35.86,0.8,1
74,is1,dss,-206.83,-233.26,0.8,1
75,is1,is1,147.88,142.69,0.8,1
76,sse,sse,29.73,30.15,0.8,1
77,sse,crps,36.19,37.75,0.8,1
78,sse,dss,-191.33,-213.18,0.8,1
79,sse,is1,146.51,153.33,0.8,1
0,crps,sse,36.2,24.45,0.0,2
1,crps,crps,38.95,32.33,0.0,2
2,crps,dss,-191.31,-248.8,0.0,2
3,crps,is1,153.79,132.84,0.0,2
4,dss,sse,36.27,24.3,0.0,2
5,dss,crps,38.97,32.3,0.0,2
6,dss,dss,-198.52,-273.87,0.0,2
7,dss,is1,155.77,133.9,0.0,2
8,is1,sse,37.91,24.74,0.0,2
9,is1,crps,39.96,32.82,0.0,2
10,is1,dss,-186.42,-248.43,0.0,2
11,is1,is1,155.37,133.81,0.0,2
12,sse,sse,36.77,23.84,0.0,2
13,sse,crps,38.7,32.53,0.0,2
14,sse,dss,-186.96,-263.25,0.0,2
15,sse,is1,152.98,133.3,0.0,2
16,crps,sse,36.2,24.45,0.1,2
17,crps,crps,38.95,32.33,0.1,2
18,crps,dss,-191.31,-248.8,0.1,2
19,crps,is1,153.79,132.84,0.1,2
20,dss,sse,36.23,24.33,0.1,2
21,dss,crps,38.9,32.45,0.1,2
22,dss,dss,-198.91,-273.6,0.1,2
23,dss,is1,155.09,134.15,0.1,2
24,is1,sse,36.8,25.09,0.1,2
25,is1,crps,39.87,33.1,0.1,2
26,is1,dss,-184.73,-244.98,0.1,2
27,is1,is1,155.17,133.83,0.1,2
28,sse,sse,36.77,23.84,0.1,2
29,sse,crps,38.7,32.53,0.1,2
30,sse,dss,-186.96,-263.25,0.1,2
31,sse,is1,152.98,133.3,0.1,2
32,crps,sse,36.2,24.45,0.3,2
33,crps,crps,38.95,32.33,0.3,2
34,crps,dss,-191.31,-248.8,0.3,2
35,crps,is1,153.79,132.84,0.3,2
36,dss,sse,36.8,24.95,0.3,2
37,dss,crps,39.7,34.04,0.3,2
38,dss,dss,-184.51,-257.22,0.3,2
39,dss,is1,153.66,137.24,0.3,2
40,is1,sse,36.73,25.14,0.3,2
41,is1,crps,39.73,33.24,0.3,2
42,is1,dss,-185.46,-244.51,0.3,2
43,is1,is1,155.04,134.03,0.3,2
44,sse,sse,36.73,23.87,0.3,2
45,sse,crps,38.63,32.68,0.3,2
46,sse,dss,-187.35,-262.97,0.3,2
47,sse,is1,152.3,133.56,0.3,2
48,crps,sse,36.2,24.45,0.5,2
49,crps,crps,38.95,32.33,0.5,2
50,crps,dss,-191.31,-248.8,0.5,2
51,crps,is1,153.79,132.84,0.5,2
52,dss,sse,37.72,25.7,0.5,2
53,dss,crps,42.04,35.82,0.5,2
54,dss,dss,-175.31,-249.68,0.5,2
55,dss,is1,165.26,143.13,0.5,2
56,is1,sse,36.8,25.15,0.5,2
57,is1,crps,39.67,33.34,0.5,2
58,is1,dss,-184.78,-244.37,0.5,2
59,is1,is1,155.67,134.51,0.5,2
60,sse,sse,36.96,23.98,0.5,2
61,sse,crps,38.93,32.82,0.5,2
62,sse,dss,-185.09,-261.93,0.5,2
63,sse,is1,152.49,133.62,0.5,2
64,crps,sse,36.39,24.57,0.8,2
65,crps,crps,39.11,32.63,0.8,2
66,crps,dss,-189.4,-247.58,0.8,2
67,crps,is1,154.38,133.05,0.8,2
68,dss,sse,37.72,25.7,0.8,2
69,dss,crps,42.04,35.82,0.8,2
70,dss,dss,-175.31,-249.68,0.8,2
71,dss,is1,165.26,143.13,0.8,2
72,is1,sse,36.8,25.15,0.8,2
73,is1,crps,39.67,33.34,0.8,2
74,is1,dss,-184.78,-244.37,0.8,2
75,is1,is1,155.67,134.51,0.8,2
76,sse,sse,36.08,25.51,0.8,2
77,sse,crps,39.65,35.01,0.8,2
78,sse,dss,-179.06,-239.25,0.8,2
79,sse,is1,154.29,142.22,0.8,2
0,crps,sse,31.6,30.7,0.0,3
1,crps,crps,38.16,34.65,0.0,3
2,crps,dss,-223.48,-226.76,0.0,3
3,crps,is1,156.56,141.3,0.0,3
4,dss,sse,36.91,26.46,0.0,3
5,dss,crps,41.59,32.07,0.0,3
6,dss,dss,-155.99,-274.84,0.0,3
7,dss,is1,163.02,133.95,0.0,3
8,is1,sse,34.82,28.03,0.0,3
9,is1,crps,41.43,32.47,0.0,3
10,is1,dss,-191.97,-241.85,0.0,3
11,is1,is1,165.04,131.48,0.0,3
12,sse,sse,35.28,27.47,0.0,3
13,sse,crps,40.59,33.07,0.0,3
14,sse,dss,-201.52,-242.19,0.0,3
15,sse,is1,159.84,140.11,0.0,3
16,crps,sse,31.6,30.7,0.1,3
17,crps,crps,38.16,34.65,0.1,3
18,crps,dss,-223.48,-226.76,0.1,3
19,crps,is1,156.56,141.3,0.1,3
20,dss,sse,36.93,26.52,0.1,3
21,dss,crps,41.34,32.27,0.1,3
22,dss,dss,-155.79,-274.27,0.1,3
23,dss,is1,161.91,135.38,0.1,3
24,is1,sse,34.82,28.03,0.1,3
25,is1,crps,41.43,32.47,0.1,3
26,is1,dss,-191.97,-241.85,0.1,3
27,is1,is1,165.04,131.48,0.1,3
28,sse,sse,35.3,27.53,0.1,3
29,sse,crps,40.34,33.27,0.1,3
30,sse,dss,-201.32,-241.62,0.1,3
31,sse,is1,158.73,141.54,0.1,3
32,crps,sse,31.6,30.7,0.3,3
33,crps,crps,38.16,34.65,0.3,3
34,crps,dss,-223.48,-226.76,0.3,3
35,crps,is1,156.56,141.3,0.3,3
36,dss,sse,36.93,26.52,0.3,3
37,dss,crps,41.34,32.27,0.3,3
38,dss,dss,-155.79,-274.27,0.3,3
39,dss,is1,161.91,135.38,0.3,3
40,is1,sse,34.93,28.05,0.3,3
41,is1,crps,41.39,32.67,0.3,3
42,is1,dss,-190.8,-241.62,0.3,3
43,is1,is1,165.52,132.49,0.3,3
44,sse,sse,35.3,27.53,0.3,3
45,sse,crps,40.34,33.27,0.3,3
46,sse,dss,-201.32,-241.62,0.3,3
47,sse,is1,158.73,141.54,0.3,3
48,crps,sse,31.6,30.7,0.5,3
49,crps,crps,38.16,34.65,0.5,3
50,crps,dss,-223.48,-226.76,0.5,3
51,crps,is1,156.56,141.3,0.5,3
52,dss,sse,37.06,28.15,0.5,3
53,dss,crps,42.47,35.43,0.5,3
54,dss,dss,-154.87,-257.86,0.5,3
55,dss,is1,166.36,145.6,0.5,3
56,is1,sse,34.93,28.05,0.5,3
57,is1,crps,41.39,32.67,0.5,3
58,is1,dss,-190.8,-241.62,0.5,3
59,is1,is1,165.52,132.49,0.5,3
60,sse,sse,35.3,27.53,0.5,3
61,sse,crps,40.34,33.27,0.5,3
62,sse,dss,-201.32,-241.62,0.5,3
63,sse,is1,158.73,141.54,0.5,3
64,crps,sse,31.25,30.84,0.8,3
65,crps,crps,37.81,34.94,0.8,3
66,crps,dss,-224.29,-225.77,0.8,3
67,crps,is1,155.16,143.52,0.8,3
68,dss,sse,34.53,29.31,0.8,3
69,dss,crps,40.58,36.43,0.8,3
70,dss,dss,-205.26,-224.86,0.8,3
71,dss,is1,161.42,150.37,0.8,3
72,is1,sse,34.93,28.05,0.8,3
73,is1,crps,41.39,32.67,0.8,3
74,is1,dss,-190.8,-241.62,0.8,3
75,is1,is1,165.52,132.49,0.8,3
76,sse,sse,35.3,27.53,0.8,3
77,sse,crps,40.34,33.27,0.8,3
78,sse,dss,-201.32,-241.62,0.8,3
79,sse,is1,158.73,141.54,0.8,3
0,crps,sse,30.7,32.58,0.0,4
1,crps,crps,37.24,35.7,0.0,4
2,crps,dss,-214.17,-230.12,0.0,4
3,crps,is1,150.27,152.16,0.0,4
4,dss,sse,28.45,33.31,0.0,4
5,dss,crps,35.84,36.34,0.0,4
6,dss,dss,-239.0,-233.44,0.0,4
7,dss,is1,141.78,154.98,0.0,4
8,is1,sse,29.31,33.56,0.0,4
9,is1,crps,36.17,36.6,0.0,4
10,is1,dss,-224.69,-226.46,0.0,4
11,is1,is1,147.83,150.67,0.0,4
12,sse,sse,29.57,32.41,0.0,4
13,sse,crps,36.25,35.54,0.0,4
14,sse,dss,-216.62,-226.53,0.0,4
15,sse,is1,140.61,154.08,0.0,4
16,crps,sse,30.7,32.58,0.1,4
17,crps,crps,37.24,35.7,0.1,4
18,crps,dss,-214.17,-230.12,0.1,4
19,crps,is1,150.27,152.16,0.1,4
20,dss,sse,28.43,33.33,0.1,4
21,dss,crps,35.78,36.38,0.1,4
22,dss,dss,-239.25,-233.3,0.1,4
23,dss,is1,141.81,155.17,0.1,4
24,is1,sse,29.31,33.56,0.1,4
25,is1,crps,36.17,36.6,0.1,4
26,is1,dss,-224.69,-226.46,0.1,4
27,is1,is1,147.83,150.67,0.1,4
28,sse,sse,29.57,32.41,0.1,4
29,sse,crps,36.25,35.54,0.1,4
30,sse,dss,-216.62,-226.53,0.1,4
31,sse,is1,140.61,154.08,0.1,4
32,crps,sse,30.7,32.58,0.3,4
33,crps,crps,37.24,35.7,0.3,4
34,crps,dss,-214.17,-230.12,0.3,4
35,crps,is1,150.27,152.16,0.3,4
36,dss,sse,29.35,34.36,0.3,4
37,dss,crps,37.93,38.95,0.3,4
38,dss,dss,-217.3,-213.27,0.3,4
39,dss,is1,147.97,164.01,0.3,4
40,is1,sse,29.28,33.57,0.3,4
41,is1,crps,36.12,36.64,0.3,4
42,is1,dss,-224.94,-226.31,0.3,4
43,is1,is1,147.86,150.86,0.3,4
44,sse,sse,29.54,32.43,0.3,4
45,sse,crps,36.2,35.58,0.3,4
46,sse,dss,-216.87,-226.38,0.3,4
47,sse,is1,140.64,154.26,0.3,4
48,crps,sse,30.66,32.6,0.5,4
49,crps,crps,37.16,35.76,0.5,4
50,crps,dss,-214.52,-229.91,0.5,4
51,crps,is1,150.15,152.46,0.5,4
52,dss,sse,27.71,35.94,0.5,4
53,dss,crps,37.43,41.33,0.5,4
54,dss,dss,-214.45,-194.25,0.5,4
55,dss,is1,148.4,168.92,0.5,4
56,is1,sse,29.28,33.57,0.5,4
57,is1,crps,36.12,36.64,0.5,4
58,is1,dss,-224.94,-226.31,0.5,4
59,is1,is1,147.86,150.86,0.5,4
60,sse,sse,29.54,32.43,0.5,4
61,sse,crps,36.2,35.58,0.5,4
62,sse,dss,-216.87,-226.38,0.5,4
63,sse,is1,140.64,154.26,0.5,4
64,crps,sse,30.66,32.6,0.8,4
65,crps,crps,37.16,35.76,0.8,4
66,crps,dss,-214.52,-229.91,0.8,4
67,crps,is1,150.15,152.46,0.8,4
68,dss,sse,27.71,35.94,0.8,4
69,dss,crps,37.43,41.33,0.8,4
70,dss,dss,-214.45,-194.25,0.8,4
71,dss,is1,148.4,168.92,0.8,4
72,is1,sse,29.28,33.57,0.8,4
73,is1,crps,36.12,36.64,0.8,4
74,is1,dss,-224.94,-226.31,0.8,4
75,is1,is1,147.86,150.86,0.8,4
76,sse,sse,30.01,32.6,0.8,4
77,sse,crps,37.49,36.18,0.8,4
78,sse,dss,-212.24,-224.67,0.8,4
79,sse,is1,144.54,156.06,0.8,4
0,crps,sse,27.2,36.04,0.0,5
1,crps,crps,35.36,37.57,0.0,5
2,crps,dss,-223.12,-236.9,0.0,5
3,crps,is1,140.82,156.21,0.0,5
4,dss,sse,25.36,37.01,0.0,5
5,dss,crps,34.79,38.3,0.0,5
6,dss,dss,-220.44,-220.58,0.0,5
7,dss,is1,142.87,159.07,0.0,5
8,is1,sse,24.94,36.6,0.0,5
9,is1,crps,34.68,37.81,0.0,5
10,is1,dss,-225.37,-223.2,0.0,5
11,is1,is1,142.04,152.63,0.0,5
12,sse,sse,26.38,35.79,0.0,5
13,sse,crps,34.71,38.18,0.0,5
14,sse,dss,-243.94,-220.98,0.0,5
15,sse,is1,140.55,156.82,0.0,5
16,crps,sse,27.2,36.04,0.1,5
17,crps,crps,35.36,37.57,0.1,5
18,crps,dss,-223.12,-236.9,0.1,5
19,crps,is1,140.82,156.21,0.1,5
20,dss,sse,25.25,37.05,0.1,5
21,dss,crps,34.91,38.76,0.1,5
22,dss,dss,-217.69,-220.15,0.1,5
23,dss,is1,144.78,161.04,0.1,5
24,is1,sse,24.94,36.6,0.1,5
25,is1,crps,34.68,37.81,0.1,5
26,is1,dss,-225.37,-223.2,0.1,5
27,is1,is1,142.04,152.63,0.1,5
28,sse,sse,26.38,35.79,0.1,5
29,sse,crps,34.71,38.18,0.1,5
30,sse,dss,-243.94,-220.98,0.1,5
31,sse,is1,140.55,156.82,0.1,5
32,crps,sse,27.2,36.04,0.3,5
33,crps,crps,35.36,37.57,0.3,5
34,crps,dss,-223.12,-236.9,0.3,5
35,crps,is1,140.82,156.21,0.3,5
36,dss,sse,24.1,38.35,0.3,5
37,dss,crps,34.41,40.52,0.3,5
38,dss,dss,-215.64,-203.79,0.3,5
39,dss,is1,135.44,163.86,0.3,5
40,is1,sse,24.42,38.06,0.3,5
41,is1,crps,34.46,38.8,0.3,5
42,is1,dss,-208.62,-198.56,0.3,5
43,is1,is1,136.99,157.47,0.3,5
44,sse,sse,26.38,35.79,0.3,5
45,sse,crps,34.71,38.18,0.3,5
46,sse,dss,-243.94,-220.98,0.3,5
47,sse,is1,140.55,156.82,0.3,5
48,crps,sse,27.2,36.04,0.5,5
49,crps,crps,35.36,37.57,0.5,5
50,crps,dss,-223.12,-236.9,0.5,5
51,crps,is1,140.82,156.21,0.5,5
52,dss,sse,24.13,39.64,0.5,5
53,dss,crps,36.25,43.01,0.5,5
54,dss,dss,-201.71,-176.54,0.5,5
55,dss,is1,144.2,171.87,0.5,5
56,is1,sse,24.42,38.06,0.5,5
57,is1,crps,34.46,38.8,0.5,5
58,is1,dss,-208.62,-198.56,0.5,5
59,is1,is1,136.99,157.47,0.5,5
60,sse,sse,24.9,38.29,0.5,5
61,sse,crps,36.22,42.83,0.5,5
62,sse,dss,-215.27,-151.58,0.5,5
63,sse,is1,148.62,172.89,0.5,5
64,crps,sse,26.76,37.26,0.8,5
65,crps,crps,35.1,38.67,0.8,5
66,crps,dss,-207.47,-202.42,0.8,5
67,crps,is1,135.92,161.9,0.8,5
68,dss,sse,24.13,39.64,0.8,5
69,dss,crps,36.25,43.01,0.8,5
70,dss,dss,-201.71,-176.54,0.8,5
71,dss,is1,144.2,171.87,0.8,5
72,is1,sse,24.27,38.38,0.8,5
73,is1,crps,33.99,39.84,0.8,5
74,is1,dss,-206.24,-195.3,0.8,5
75,is1,is1,135.75,161.92,0.8,5
76,sse,sse,24.9,38.29,0.8,5
77,sse,crps,36.22,42.83,0.8,5
78,sse,dss,-215.27,-151.58,0.8,5
79,sse,is1,148.62,172.89,0.8,5
0,crps,sse,33.6,33.0,0.0,6
1,crps,crps,39.06,35.73,0.0,6
2,crps,dss,-211.52,-234.39,0.0,6
3,crps,is1,148.29,153.87,0.0,6
4,dss,sse,31.0,32.9,0.0,6
5,dss,crps,37.94,35.3,0.0,6
6,dss,dss,-212.42,-262.59,0.0,6
7,dss,is1,153.81,145.81,0.0,6
8,is1,sse,24.7,36.17,0.0,6
9,is1,crps,35.53,37.54,0.0,6
10,is1,dss,-236.74,-223.62,0.0,6
11,is1,is1,141.83,147.57,0.0,6
12,sse,sse,38.04,30.32,0.0,6
13,sse,crps,41.27,35.79,0.0,6
14,sse,dss,-175.87,-224.5,0.0,6
15,sse,is1,171.2,148.15,0.0,6
16,crps,sse,33.6,33.0,0.1,6
17,crps,crps,39.06,35.73,0.1,6
18,crps,dss,-211.52,-234.39,0.1,6
19,crps,is1,148.29,153.87,0.1,6
20,dss,sse,30.96,33.02,0.1,6
21,dss,crps,37.77,35.67,0.1,6
22,dss,dss,-212.75,-261.37,0.1,6
23,dss,is1,154.42,147.81,0.1,6
24,is1,sse,24.7,36.17,0.1,6
25,is1,crps,35.53,37.54,0.1,6
26,is1,dss,-236.74,-223.62,0.1,6
27,is1,is1,141.83,147.57,0.1,6
28,sse,sse,38.04,30.32,0.1,6
29,sse,crps,41.27,35.79,0.1,6
30,sse,dss,-175.87,-224.5,0.1,6
31,sse,is1,171.2,148.15,0.1,6
32,crps,sse,33.6,33.0,0.3,6
33,crps,crps,39.06,35.73,0.3,6
34,crps,dss,-211.52,-234.39,0.3,6
35,crps,is1,148.29,153.87,0.3,6
36,dss,sse,31.02,33.28,0.3,6
37,dss,crps,37.99,36.0,0.3,6
38,dss,dss,-212.18,-258.8,0.3,6
39,dss,is1,154.7,147.88,0.3,6
40,is1,sse,24.7,36.17,0.3,6
41,is1,crps,35.53,37.54,0.3,6
42,is1,dss,-236.74,-223.62,0.3,6
43,is1,is1,141.83,147.57,0.3,6
44,sse,sse,38.04,30.32,0.3,6
45,sse,crps,41.27,35.79,0.3,6
46,sse,dss,-175.87,-224.5,0.3,6
47,sse,is1,171.2,148.15,0.3,6
48,crps,sse,33.48,33.03,0.5,6
49,crps,crps,38.66,35.84,0.5,6
50,crps,dss,-212.74,-234.1,0.5,6
51,crps,is1,146.12,154.72,0.5,6
52,dss,sse,31.27,34.37,0.5,6
53,dss,crps,39.24,38.45,0.5,6
54,dss,dss,-209.67,-247.87,0.5,6
55,dss,is1,160.04,156.45,0.5,6
56,is1,sse,24.7,36.17,0.5,6
57,is1,crps,35.53,37.54,0.5,6
58,is1,dss,-236.74,-223.62,0.5,6
59,is1,is1,141.83,147.57,0.5,6
60,sse,sse,38.04,30.32,0.5,6
61,sse,crps,41.27,35.79,0.5,6
62,sse,dss,-175.87,-224.5,0.5,6
63,sse,is1,171.2,148.15,0.5,6
64,crps,sse,33.48,33.03,0.8,6
65,crps,crps,38.66,35.84,0.8,6
66,crps,dss,-212.74,-234.1,0.8,6
67,crps,is1,146.12,154.72,0.8,6
68,dss,sse,25.13,37.85,0.8,6
69,dss,crps,36.37,41.38,0.8,6
70,dss,dss,-233.3,-209.46,0.8,6
71,dss,is1,146.28,164.49,0.8,6
72,is1,sse,24.68,36.68,0.8,6
73,is1,crps,35.05,38.96,0.8,6
74,is1,dss,-233.57,-198.7,0.8,6
75,is1,is1,141.08,154.23,0.8,6
76,sse,sse,30.35,34.29,0.8,6
77,sse,crps,39.23,40.54,0.8,6
78,sse,dss,-182.8,-183.27,0.8,6
79,sse,is1,171.2,153.32,0.8,6
0,crps,sse,28.42,33.58,0.0,7
1,crps,crps,35.36,36.7,0.0,7
2,crps,dss,-219.94,-217.23,0.0,7
3,crps,is1,146.11,147.87,0.0,7
4,dss,sse,31.04,32.1,0.0,7
5,dss,crps,37.51,35.64,0.0,7
6,dss,dss,-199.01,-249.46,0.0,7
7,dss,is1,166.76,139.82,0.0,7
8,is1,sse,31.08,32.12,0.0,7
9,is1,crps,37.32,35.59,0.0,7
10,is1,dss,-213.45,-247.45,0.0,7
11,is1,is1,168.65,138.93,0.0,7
12,sse,sse,30.82,31.57,0.0,7
13,sse,crps,36.17,36.26,0.0,7
14,sse,dss,-227.96,-230.19,0.0,7
15,sse,is1,147.72,145.61,0.0,7
16,crps,sse,28.42,33.58,0.1,7
17,crps,crps,35.36,36.7,0.1,7
18,crps,dss,-219.94,-217.23,0.1,7
19,crps,is1,146.11,147.87,0.1,7
20,dss,sse,31.04,32.1,0.1,7
21,dss,crps,37.51,35.64,0.1,7
22,dss,dss,-199.01,-249.46,0.1,7
23,dss,is1,166.76,139.82,0.1,7
24,is1,sse,31.08,32.12,0.1,7
25,is1,crps,37.32,35.59,0.1,7
26,is1,dss,-213.45,-247.45,0.1,7
27,is1,is1,168.65,138.93,0.1,7
28,sse,sse,30.82,31.57,0.1,7
29,sse,crps,36.17,36.26,0.1,7
30,sse,dss,-227.96,-230.19,0.1,7
31,sse,is1,147.72,145.61,0.1,7
32,crps,sse,28.42,33.58,0.3,7
33,crps,crps,35.36,36.7,0.3,7
34,crps,dss,-219.94,-217.23,0.3,7
35,crps,is1,146.11,147.87,0.3,7
36,dss,sse,30.89,32.27,0.3,7
37,dss,crps,37.39,35.97,0.3,7
38,dss,dss,-201.96,-246.85,0.3,7
39,dss,is1,166.13,142.18,0.3,7
40,is1,sse,31.08,32.12,0.3,7
41,is1,crps,37.32,35.59,0.3,7
42,is1,dss,-213.45,-247.45,0.3,7
43,is1,is1,168.65,138.93,0.3,7
44,sse,sse,30.82,31.57,0.3,7
45,sse,crps,36.17,36.26,0.3,7
46,sse,dss,-227.96,-230.19,0.3,7
47,sse,is1,147.72,145.61,0.3,7
48,crps,sse,28.42,33.58,0.5,7
49,crps,crps,35.36,36.7,0.5,7
50,crps,dss,-219.94,-217.23,0.5,7
51,crps,is1,146.11,147.87,0.5,7
52,dss,sse,31.29,33.51,0.5,7
53,dss,crps,39.07,38.5,0.5,7
54,dss,dss,-198.7,-234.35,0.5,7
55,dss,is1,168.66,151.74,0.5,7
56,is1,sse,31.08,32.12,0.5,7
57,is1,crps,37.32,35.59,0.5,7
58,is1,dss,-213.45,-247.45,0.5,7
59,is1,is1,168.65,138.93,0.5,7
